33.331,61.483,395.51
33.625,62.102,389.18
33.932,62.724,382.99
34.254,63.347,376.94
34.591,63.971,371.02
34.945,64.598,365.24
35.318,65.225,359.59
35.71,65.854,354.09
36.123,66.485,348.73
36.559,67.116,343.5
37.021,67.749,338.43
37.509,68.382,333.49
38.028,69.016,328.7
38.579,69.65,324.06
39.166,70.284,319.57
39.792,70.918,315.22
40.461,71.551,311.03
41.178,72.184,306.98
41.949,72.816,303.09
42.778,73.446,299.35
43.674,74.074,295.76
44.643,74.7,292.33
45.695,75.322,289.05
46.841,75.941,285.93
48.092,76.555,282.96
49.463,77.164,280.16
50.969,77.766,277.51
52.632,78.36,275.02
54.471,78.944,272.69
56.515,79.517,270.52
58.793,80.076,268.51
61.338,80.618,266.66
64.191,81.141,264.98
67.393,81.64,263.45
70.991,82.111,262.09
75.027,82.547,260.89
79.542,82.943,259.86
84.558,83.291,258.99
90.076,83.582,258.28
96.059,83.81,257.74
102.42,83.966,257.36
109.04,84.044,257.14
115.75,84.043,257.09
122.36,83.961,257.2
128.71,83.801,257.48
134.67,83.571,257.92
140.17,83.277,258.52
145.17,82.927,259.29
149.66,82.529,260.23
153.68,82.09,261.32
157.26,81.618,262.58
160.45,81.117,264
163.29,80.593,265.59
165.82,80.049,267.33
168.09,79.489,269.24
170.12,78.915,271.31
171.96,78.329,273.54
173.61,77.734,275.93
175.11,77.131,278.48
176.48,76.522,281.19
177.73,75.907,284.05
178.87,75.287,287.08
179.92,74.663,290.26
180.88,74.036,293.59
181.77,73.407,297.08
182.6,72.775,300.73
183.37,72.142,304.53
184.08,71.508,308.48
184.75,70.874,312.58
185.38,70.238,316.83
185.96,69.603,321.23
186.51,68.967,325.78
187.03,68.332,330.48
187.52,67.698,335.32
187.98,67.064,340.31
188.41,66.431,345.44
188.82,65.799,350.72
189.22,65.168,356.13
189.59,64.539,361.69
189.94,63.911,367.39
190.28,63.285,373.22
190.6,62.66,379.19
190.91,62.037,385.3
191.2,61.417,391.54
31.336,61.616,394.01
31.632,62.236,387.71
31.942,62.857,381.56
32.267,63.481,375.53
32.607,64.106,369.65
32.965,64.733,363.9
33.341,65.361,358.29
33.738,65.99,352.82
34.155,66.621,347.49
34.596,67.253,342.3
35.063,67.886,337.26
35.558,68.519,332.36
36.083,69.153,327.6
36.641,69.787,323
37.235,70.421,318.54
37.87,71.055,314.23
38.549,71.689,310.07
39.276,72.321,306.06
40.059,72.953,302.21
40.901,73.583,298.5
41.811,74.21,294.95
42.797,74.836,291.56
43.868,75.458,288.32
45.034,76.076,285.23
46.309,76.689,282.3
47.707,77.296,279.54
49.245,77.896,276.93
50.942,78.489,274.47
52.823,79.071,272.18
54.914,79.641,270.05
57.245,80.197,268.08
59.853,80.736,266.27
62.777,81.254,264.62
66.061,81.748,263.14
69.749,82.212,261.82
73.887,82.64,260.66
78.509,83.026,259.66
83.636,83.363,258.83
89.262,83.642,258.16
95.34,83.854,257.66
101.78,83.994,257.32
108.43,84.056,257.14
115.14,84.037,257.13
121.71,83.937,257.28
127.99,83.762,257.6
133.87,83.517,258.08
139.26,83.21,258.72
144.15,82.849,259.53
148.54,82.441,260.5
152.46,81.995,261.64
155.95,81.516,262.93
159.06,81.01,264.39
161.83,80.481,266.02
164.3,79.933,267.8
166.52,79.369,269.75
168.51,78.793,271.86
170.3,78.205,274.13
171.92,77.608,276.55
173.39,77.003,279.14
174.73,76.392,281.89
175.95,75.776,284.79
177.07,75.155,287.85
178.1,74.531,291.07
179.05,73.903,294.44
179.92,73.273,297.97
180.74,72.642,301.65
181.49,72.008,305.48
182.2,71.374,309.47
182.85,70.739,313.61
183.47,70.104,317.9
184.05,69.468,322.33
184.59,68.833,326.92
185.1,68.198,331.65
185.58,67.564,336.53
186.03,66.93,341.55
186.46,66.297,346.72
186.87,65.666,352.03
187.26,65.035,357.48
187.63,64.406,363.07
187.98,63.779,368.79
188.31,63.153,374.66
188.63,62.529,380.66
188.93,61.906,386.8
189.22,61.286,393.07
29.057,61.135,398.85
29.343,61.753,392.46
29.642,62.373,386.2
29.955,62.996,380.08
30.283,63.62,374.09
30.627,64.245,368.24
30.989,64.872,362.52
31.369,65.501,356.95
31.77,66.131,351.51
32.192,66.762,346.22
32.639,67.394,341.06
33.111,68.027,336.05
33.612,68.66,331.19
34.143,69.294,326.47
34.709,69.929,321.9
35.311,70.563,317.48
35.955,71.197,313.21
36.644,71.83,309.09
37.383,72.463,305.11
38.177,73.094,301.3
39.034,73.724,297.63
39.96,74.351,294.12
40.963,74.976,290.76
42.053,75.597,287.56
43.242,76.214,284.51
44.542,76.826,281.63
45.969,77.432,278.9
47.54,78.031,276.32
49.276,78.621,273.91
51.2,79.201,271.66
53.341,79.768,269.57
55.73,80.321,267.64
58.404,80.856,265.87
61.403,81.369,264.26
64.773,81.857,262.82
68.558,82.314,261.53
72.801,82.734,260.42
77.536,83.11,259.46
82.778,83.434,258.67
88.513,83.699,258.04
94.685,83.896,257.57
101.19,84.019,257.27
107.88,84.063,257.14
114.57,84.026,257.17
121.1,83.909,257.36
127.3,83.718,257.72
133.08,83.458,258.24
138.36,83.138,258.92
143.14,82.766,259.77
147.42,82.349,260.78
151.24,81.895,261.96
154.65,81.409,263.29
157.68,80.897,264.79
160.38,80.364,266.46
162.79,79.812,268.28
164.95,79.245,270.27
166.89,78.666,272.42
168.64,78.076,274.72
170.23,77.477,277.19
171.66,76.871,279.82
172.97,76.258,282.6
174.17,75.641,285.54
175.27,75.019,288.64
176.28,74.394,291.9
177.21,73.766,295.31
178.07,73.135,298.87
178.87,72.503,302.59
179.62,71.87,306.47
180.31,71.235,310.49
180.96,70.6,314.66
181.56,69.965,318.99
182.13,69.329,323.46
182.67,68.694,328.08
183.17,68.059,332.85
183.64,67.425,337.76
184.09,66.792,342.82
184.52,66.159,348.02
184.92,65.528,353.37
185.3,64.898,358.85
185.67,64.269,364.48
186.01,63.642,370.24
186.34,63.017,376.14
186.65,62.393,382.17
186.95,61.771,388.35
187.24,61.151,394.65
27.064,61.274,397.25
27.353,61.893,390.89
27.655,62.514,384.67
27.971,63.136,378.58
28.302,63.76,372.62
28.65,64.386,366.81
29.015,65.014,361.12
29.4,65.643,355.58
29.805,66.273,350.18
30.232,66.905,344.92
30.684,67.537,339.81
31.162,68.17,334.83
31.67,68.804,330.01
32.208,69.438,325.33
32.782,70.072,320.79
33.393,70.707,316.41
34.046,71.341,312.17
34.745,71.974,308.09
35.496,72.606,304.15
36.303,73.238,300.37
37.174,73.867,296.75
38.116,74.494,293.27
39.138,75.118,289.95
40.249,75.738,286.79
41.461,76.354,283.79
42.788,76.965,280.94
44.245,77.57,278.25
45.851,78.167,275.71
