0,6371
111.189281411933,6370.02966584137
222.344693491634,6367.11895893866
333.432377223795,6362.26876592139
444.418494223822,6355.48056420534
555.26923704533,6346.75642154251
665.95083947822,6336.09899539127
776.429586834195,6323.51153210686
886.671826216577,6308.99786595254
996.643976771311,6292.56241793162
1106.31253991601,6274.21019444078
1215.64410954397,6253.94678574507
1324.60538219994,6231.77836427508
1433.16316722476,6207.71168274673
1541.28439686548,6181.75407210437
1648.93613634816,6153.91343928765
1756.0855939101,6124.19826482303
1862.70013078856,6092.6176002405
1968.74727116279,6059.18106531642
2074.19471204655,6023.89884514325
2179.01033312784,5986.78168702702
2283.16220655311,5947.84089721367
2386.61860665278,5907.088337445
2489.34801960516,5864.5364213455
2591.31915303592,5820.19811064101
2692.50094555,5774.0869112105
2792.86257619321,5726.21686897199
2892.37347384065,5676.60256560409
2991.00332650891,5625.25911410422
3088.72209058941,5572.20215418509
3185.5,5517.44784751066
3281.30757525195,5461.01287277316
3376.11563242975,5402.91442061259
3469.89529208074,5343.1701883803
3562.61798801213,5281.79837474817
3654.25547599251,5218.81767416517
3744.77984235535,5154.24727116279
3834.1635125017,5088.1068345113
3922.37925929977,5020.41651122843
4009.40021137851,4951.19692044236
4095.19986131294,4880.46914711101
4179.75207369852,4808.25473559928
4263.03109311229,4734.57568311648
4345.01155195818,4659.45443301574
4425.66847819427,4582.91386795755
4504.97730293949,4504.97730293949
4582.91386795755,4425.66847819427
4659.45443301574,4345.01155195818
4734.57568311648,4263.03109311229
4808.25473559928,4179.75207369852
4880.46914711101,4095.19986131294
4951.19692044236,4009.40021137851
5020.41651122843,3922.37925929977
5088.1068345113,3834.1635125017
5154.24727116279,3744.77984235535
5218.81767416517,3654.25547599251
5281.79837474817,3562.61798801213
5343.1701883803,3469.89529208074
5402.91442061259,3376.11563242975
5461.01287277316,3281.30757525196
5517.44784751066,3185.5
5572.20215418509,3088.72209058941
5625.25911410422,2991.00332650891
5676.60256560409,2892.37347384065
5726.21686897199,2792.86257619321
5774.0869112105,2692.50094555
5820.19811064101,2591.31915303592
5864.5364213455,2489.34801960516
5907.088337445,2386.61860665278
5947.84089721367,2283.16220655311
5986.78168702702,2179.01033312784
6023.89884514325,2074.19471204655
6059.18106531642,1968.74727116279
6092.6176002405,1862.70013078856
6124.19826482303,1756.0855939101
6153.91343928765,1648.93613634816
6181.75407210437,1541.28439686548
6207.71168274673,1433.16316722476
6231.77836427508,1324.60538219995
6253.94678574507,1215.64410954397
6274.21019444078,1106.31253991601
6292.56241793162,996.643976771311
6308.99786595254,886.671826216579
6323.51153210686,776.429586834195
6336.09899539127,665.95083947822
6346.75642154251,555.26923704533
