1	2.35538908156614e-05
2	2.25317576263599e-05
3	2.20322053266865e-05
4	2.0930295062852e-05
5	1.83092900068975e-05
6	1.62726449484988e-05
7	1.62489904291797e-05
8	1.51256301540587e-05
9	1.44791917562464e-05
10	1.37514728629253e-05
11	1.27573990109969e-05
12	1.20574351634159e-05
13	1.09294177626551e-05
14	1.05635803261929e-05
15	1.01126897771353e-05
16	9.64390840320755e-06
17	9.44365194489958e-06
18	9.09819924768896e-06
19	8.55667416118923e-06
20	8.29038318981333e-06
21	8.0931786457236e-06
22	7.77021176012495e-06
23	7.17346782688882e-06
24	6.76416181115392e-06
25	6.60551599112256e-06
26	6.03609287015829e-06
27	5.54481747413322e-06
28	5.48070268728382e-06
29	5.19739478836196e-06
30	4.98834904144438e-06
31	4.93638892228383e-06
32	4.73859783814719e-06
33	4.46146330064462e-06
34	4.21247462202119e-06
35	4.00171970309375e-06
36	3.87799767271327e-06
37	3.70695340584691e-06
38	3.44670037603045e-06
39	3.31394062382143e-06
40	3.20801419171268e-06
41	3.06483581118766e-06
42	2.97528357291855e-06
43	2.87326085907207e-06
44	2.6945423117008e-06
45	2.55002915178473e-06
46	2.47752497402171e-06
47	2.31788143389209e-06
48	2.20306363853953e-06
49	2.0304948123882e-06
50	2.02204484844324e-06
51	1.94827783707384e-06
52	1.91311813837343e-06
53	1.82228585378829e-06
54	1.70098343120169e-06
55	1.65679584194367e-06
56	1.62045318481349e-06
57	1.5178856472162e-06
58	1.45922479207975e-06
59	1.41835398983975e-06
60	1.28568107392691e-06
61	1.26564638055931e-06
62	1.19565509123864e-06
63	1.16007054482978e-06
64	1.10498071302368e-06
65	1.0409350381342e-06
66	1.01890974559601e-06
67	9.62614718479011e-07
68	8.90667917255675e-07
69	8.72282291384095e-07
70	8.12792256732268e-07
71	7.47940378857182e-07
72	7.06123879255433e-07
73	6.99228352799515e-07
74	6.85348752467577e-07
75	6.69720034762726e-07
76	6.13097372426676e-07
77	6.06096430723404e-07
78	5.72735777360585e-07
79	5.50139349400032e-07
80	5.36457440382082e-07
81	4.98177422849427e-07
82	4.74496263945833e-07
83	4.7165737477708e-07
84	4.28473365273748e-07
85	4.1413856465021e-07
86	3.94051121098552e-07
87	3.77227267115262e-07
88	3.67126889475492e-07
89	3.53012475779508e-07
90	3.4050297051388e-07
91	3.36208249662309e-07
92	3.0761063911671e-07
93	2.97204779928367e-07
94	2.836067664311e-07
95	2.81409038552474e-07
96	2.68833125850293e-07
97	2.68318279585176e-07
98	2.58007958604042e-07
99	2.46502889101247e-07
100	2.41793185487331e-07
101	2.2803900416838e-07
102	2.25415791531235e-07
103	2.17557452800717e-07
104	2.14170029277392e-07
105	1.95375391636382e-07
106	1.80152271598625e-07
107	1.73652253782753e-07
108	1.69523361100769e-07
109	1.65914496876722e-07
110	1.6019527876436e-07
111	1.55519555706469e-07
112	1.52057036778412e-07
113	1.39265962138032e-07
114	1.3436846409444e-07
115	1.33356924226832e-07
116	1.25747429604108e-07
117	1.18852901138239e-07
118	1.15921574744224e-07
119	1.09381841975489e-07
120	1.07052197742226e-07
121	1.04041322162542e-07
122	1.00071006586784e-07
123	9.52706222100377e-08
124	9.23017587338561e-08
125	9.00038866071261e-08
126	8.77869887711551e-08
127	8.35853429993165e-08
128	8.07915238018252e-08
129	7.84477826369324e-08
130	7.57028681175759e-08
131	7.43291452484268e-08
132	6.75964662888842e-08
133	6.66874119475489e-08
134	6.34813235930644e-08
135	6.0554332112171e-08
136	5.91569344974585e-08
137	5.58980965487396e-08
138	5.50545820406826e-08
139	5.28155681409006e-08
140	5.0324644528324e-08
141	4.93748756796878e-08
142	4.64461338131801e-08
143	4.36728369841863e-08
144	4.27530211967156e-08
145	4.12510879345334e-08
146	4.11298739482729e-08
147	3.97273595240108e-08
148	3.76214286283444e-08
149	3.50554079593619e-08
150	3.33952850097743e-08
151	3.28557968717649e-08
152	3.22869526750522e-08
153	3.07684870770489e-08
154	2.97188399774876e-08
155	2.84275074821542e-08
156	2.71238189445581e-08
157	2.56249266150797e-08
158	2.49184543637877e-08
159	2.4127907290814e-08
160	2.35668960684053e-08
161	2.17905453265101e-08
162	2.15397298968767e-08
163	2.06745566511316e-08
164	1.92253738895993e-08
165	1.89146656805016e-08
166	1.78543164774845e-08
167	1.73971861345254e-08
168	1.64224257439358e-08
169	1.61471177251483e-08
170	1.49794324828994e-08
171	1.46945652294419e-08
172	1.40001194237992e-08
173	1.3575487719467e-08
174	1.25850984251165e-08
175	1.23691606679335e-08
176	1.19370645039483e-08
177	1.15299744951482e-08
178	1.0757996520823e-08
179	1.05406229586497e-08
180	9.75766074402517e-09
181	9.45998092126168e-09
182	9.34581026111723e-09
183	8.74393199094382e-09
184	8.69698736060326e-09
185	7.7276152216979e-09
186	7.41313291376864e-09
187	7.25701627423766e-09
188	7.01887217659947e-09
189	6.85138937142894e-09
190	6.41139295381888e-09
191	6.21008197962419e-09
192	5.96248810725314e-09
193	5.68560926118348e-09
194	5.65896009648012e-09
195	5.36400653273669e-09
196	5.17913013569442e-09
197	4.81132358567756e-09
198	4.51780100346023e-09
199	4.42529463972759e-09
200	4.08667104375893e-09
201	3.91936999490422e-09
202	3.73122568486038e-09
203	3.56847530908241e-09
204	3.37762636204298e-09
205	3.17091016247104e-09
206	3.04179181309914e-09
207	2.88904362935289e-09
208	2.86516825788438e-09
209	2.78424678850006e-09
210	2.75800636731626e-09
211	2.56094255619638e-09
212	2.47787265898237e-09
213	2.35343319244325e-09
214	2.25383083827834e-09
215	2.21424043316316e-09
216	1.97056063277012e-09
217	1.83872336707804e-09
218	1.83030944610759e-09
219	1.73574344505324e-09
220	1.66430713679725e-09
221	1.58296767044431e-09
222	1.44151358145378e-09
223	1.41535708454076e-09
224	1.3229885502478e-09
225	1.28044661501216e-09
226	1.20459073165528e-09
227	1.16266007358346e-09
228	1.11510069619447e-09
229	1.02285881687785e-09
230	9.75373614764396e-10
231	9.04688142407885e-10
232	8.52345597069571e-10
233	8.49341962889887e-10
234	8.11906978147359e-10
235	7.54540783088992e-10
236	7.05372693507786e-10
237	6.90461870199858e-10
238	6.61983979126398e-10
239	6.36936806742816e-10
240	5.76600559663488e-10
241	5.55845514209292e-10
242	5.4425983159234e-10
243	4.98698460668896e-10
244	4.82535982623732e-10
245	4.63846212692243e-10
246	4.32426995064999e-10
247	4.12675466970023e-10
248	3.85989276857536e-10
249	3.69814554143076e-10
250	3.35373798844726e-10
251	3.25346338732316e-10
252	3.18887508236581e-10
253	2.91597853765247e-10
254	2.764038944829e-10
255	2.5224102847027e-10
256	2.31962697188423e-10
257	2.27372990082085e-10
258	2.16446656346631e-10
259	2.00598176959201e-10
260	1.93394917091044e-10
261	1.8720780034549e-10
262	1.56573350015404e-10
263	1.48548590187959e-10
264	1.46750269451916e-10
265	1.29913039833414e-10
266	1.25834370183588e-10
267	1.15888939674987e-10
268	1.04134063752582e-10
269	9.99841070747118e-11
270	9.42956948045919e-11
271	8.62993471198982e-11
272	8.50337050234612e-11
273	7.96116691602544e-11
274	7.29846894802865e-11
275	6.85620697110974e-11
276	6.29116936316764e-11
277	5.97244750598871e-11
278	5.738403346982e-11
279	5.39024824208812e-11
280	4.85612816968075e-11
281	4.44951051559608e-11
282	4.27583797400825e-11
283	4.24438399452123e-11
284	3.57147419786549e-11
285	3.18057133399424e-11
286	2.88255698822461e-11
287	2.63210227223137e-11
288	2.54173587293103e-11
289	2.37862637956349e-11
290	2.29988480994812e-11
291	2.06754775677797e-11
292	2.03276273824923e-11
293	1.78728051346944e-11
294	1.59659782538234e-11
295	1.43462179136711e-11
296	1.32275551618099e-11
297	1.25588030175691e-11
298	1.10313420930654e-11
299	1.00628219782358e-11
300	8.32108148915235e-12
301	7.11172207478918e-12
302	6.73022083770168e-12
303	5.96073885846699e-12
304	4.98676690492487e-12
305	4.55757079521759e-12
306	4.48589049846201e-12
307	3.59078806183004e-12
308	3.14624827662702e-12
309	3.04192224737915e-12
310	2.90285673773311e-12
311	2.42352951591973e-12
312	2.19221043008702e-12
313	1.82668769281974e-12
314	1.61889756417422e-12
315	1.2009349630925e-12
316	8.32352809590523e-13
317	7.31703333117795e-13
318	6.61225232405464e-13
319	5.06683621789818e-13
320	3.53263913194611e-13
321	3.14100404960251e-13
322	1.01153337783943e-13
323	7.63046315677934e-14
